,x,y,z
0,-282.6767578125,246.94349670410156,-21.35097885131836
1,-282.9765625,246.53280639648438,-21.33100128173828
2,-283.2760314941406,246.12228393554688,-21.3109073638916
3,-283.5751953125,245.71194458007812,-21.290620803833008
4,-283.8740539550781,245.30178833007812,-21.27002716064453
5,-284.17254638671875,244.89175415039062,-21.249183654785156
6,-284.470703125,244.48187255859375,-21.22800064086914
7,-284.7684631347656,244.07208251953125,-21.206607818603516
8,-285.06585693359375,243.66244506835938,-21.1851806640625
9,-285.3629150390625,243.25299072265625,-21.163700103759766
10,-285.6596984863281,242.84381103515625,-21.14183235168457
11,-285.9562072753906,242.43478393554688,-21.119489669799805
12,-286.25238037109375,242.02590942382812,-21.096485137939453
13,-286.548095703125,241.61709594726562,-21.07313346862793
14,-286.8434753417969,241.20840454101562,-21.049917221069336
15,-287.1385498046875,240.79994201660156,-21.026594161987305
16,-287.4332580566406,240.3917236328125,-21.002973556518555
17,-287.7275390625,239.9836883544922,-20.978717803955078
18,-288.0213623046875,239.57589721679688,-20.953794479370117
19,-288.3148498535156,239.1682586669922,-20.928428649902344
20,-288.6080627441406,238.76083374023438,-20.902912139892578
21,-288.9010925292969,238.3536376953125,-20.877254486083984
22,-289.19390869140625,237.94671630859375,-20.851272583007812
23,-289.4864501953125,237.54005432128906,-20.82489585876465
24,-289.7786865234375,237.1337127685547,-20.798236846923828
25,-290.0706481933594,236.7276611328125,-20.77132225036621
26,-290.3623046875,236.3218994140625,-20.744314193725586
27,-290.65380859375,235.91650390625,-20.717058181762695
28,-290.945068359375,235.51156616210938,-20.689714431762695
29,-291.23602294921875,235.10696411132812,-20.66231918334961
30,-291.5267028808594,234.70263671875,-20.634977340698242
31,-291.8169860839844,234.29867553710938,-20.607669830322266
32,-292.1069030761719,233.8950653076172,-20.580455780029297
33,-292.39654541015625,233.49183654785156,-20.552976608276367
34,-292.6858215332031,233.0888671875,-20.525461196899414
35,-292.9747619628906,232.6862030029297,-20.497709274291992
36,-293.26324462890625,232.2838897705078,-20.469989776611328
37,-293.55120849609375,231.88177490234375,-20.442119598388672
38,-293.838623046875,231.47991943359375,-20.413972854614258
39,-294.1253662109375,231.07839965820312,-20.385475158691406
40,-294.41168212890625,230.67742919921875,-20.356830596923828
41,-294.6973571777344,230.27674865722656,-20.328115463256836
42,-294.9822998046875,229.8763427734375,-20.299388885498047
43,-295.2664489746094,229.47628784179688,-20.2705135345459
44,-295.5499267578125,229.07656860351562,-20.24164581298828
45,-295.8326721191406,228.6771240234375,-20.212841033935547
46,-296.1148681640625,228.27789306640625,-20.18423080444336
47,-296.3962707519531,227.8788299560547,-20.15591049194336
48,-296.67706298828125,227.48001098632812,-20.127771377563477
49,-296.957275390625,227.08131408691406,-20.09952735900879
50,-297.2367858886719,226.6827392578125,-20.071138381958008
51,-297.5154724121094,226.28421020507812,-20.042556762695312
52,-297.7933654785156,225.8857879638672,-20.013696670532227
53,-298.0704345703125,225.48731994628906,-19.984487533569336
54,-298.3465881347656,225.0889434814453,-19.954742431640625
55,-298.6217346191406,224.6907501220703,-19.92445182800293
56,-298.89593505859375,224.2927703857422,-19.8937931060791
57,-299.1689147949219,223.89480590820312,-19.862672805786133
58,-299.44073486328125,223.49693298339844,-19.831029891967773
59,-299.7113037109375,223.09921264648438,-19.798931121826172
60,-299.9805603027344,222.70155334472656,-19.766521453857422
61,-300.2483825683594,222.30369567871094,-19.73405647277832
62,-300.5147705078125,221.9056854248047,-19.701663970947266
63,-300.7798767089844,221.5076141357422,-19.669422149658203
64,-301.0436706542969,221.1094207763672,-19.637144088745117
65,-301.3060302734375,220.71096801757812,-19.604848861694336
66,-301.56689453125,220.3120880126953,-19.572628021240234
67,-301.8264465332031,219.91299438476562,-19.540454864501953
68,-302.0844421386719,219.51356506347656,-19.50841522216797
69,-302.3409423828125,219.11373901367188,-19.47679901123047
70,-302.5958251953125,218.7136688232422,-19.445220947265625
71,-302.8488464355469,218.313232421875,-19.413496017456055
72,-303.099853515625,217.91232299804688,-19.381635665893555
73,-303.3489990234375,217.51107788085938,-19.349693298339844
74,-303.5964660644531,217.10952758789062,-19.317611694335938
75,-303.8420715332031,216.7075653076172,-19.28562355041504
76,-304.0858459472656,216.30526733398438,-19.25380516052246
77,-304.3276672363281,215.90255737304688,-19.221790313720703
78,-304.5675964355469,215.4993896484375,-19.189836502075195
79,-304.8053283691406,215.09564208984375,-19.157846450805664
80,-305.0408935546875,214.6914520263672,-19.126169204711914
81,-305.27435302734375,214.2867889404297,-19.09490394592285
82,-305.5058898925781,213.88168334960938,-19.064279556274414
83,-305.7353210449219,213.47622680664062,-19.033950805664062
84,-305.96282958984375,213.07037353515625,-19.004133224487305
85,-306.18804931640625,212.66403198242188,-18.974634170532227
86,-306.4111328125,212.2570037841797,-18.945232391357422
87,-306.6318664550781,211.84933471679688,-18.916271209716797
88,-306.8505554199219,211.44110107421875,-18.887866973876953
89,-307.06719970703125,211.0323028564453,-18.859888076782227
90,-307.2815246582031,210.62289428710938,-18.832244873046875
91,-307.49359130859375,210.2129669189453,-18.804845809936523
92,-307.7032470703125,209.80255126953125,-18.77762222290039
93,-307.9106750488281,209.39161682128906,-18.750232696533203
94,-308.1158142089844,208.98023986816406,-18.722694396972656
95,-308.318603515625,208.5684814453125,-18.695331573486328
96,-308.5191955566406,208.1564178466797,-18.667537689208984
97,-308.71783447265625,207.74404907226562,-18.63864517211914
98,-308.9146423339844,207.3313446044922,-18.608186721801758
99,-309.1095886230469,206.91845703125,-18.575864791870117
100,-309.3026428222656,206.5051727294922,-18.54256820678711
101,-309.4936218261719,206.09152221679688,-18.509557723999023
102,-309.68243408203125,205.67764282226562,-18.477336883544922
103,-309.8688659667969,205.26409912109375,-18.445491790771484
104,-310.0534973144531,204.85105895996094,-18.413318634033203
105,-310.2363586425781,204.43858337402344,-18.381513595581055
106,-310.4179382324219,204.02651977539062,-18.35000228881836
107,-310.5982360839844,203.61427307128906,-18.319774627685547
108,-310.77740478515625,203.20188903808594,-18.290952682495117
109,-310.9556884765625,202.78953552246094,-18.26327896118164
110,-311.13330078125,202.37701416015625,-18.23714256286621
111,-311.31036376953125,201.96424865722656,-18.212751388549805
112,-311.48736572265625,201.55117797851562,-18.189706802368164
113,-311.6646728515625,201.13818359375,-18.167104721069336
114,-311.8425598144531,200.72601318359375,-18.14401626586914
115,-312.0207824707031,200.31478881835938,-18.120145797729492
116,-312.19891357421875,199.90370178222656,-18.096763610839844
117,-312.3771057128906,199.4936981201172,-18.072900772094727
118,-312.55523681640625,199.08489990234375,-18.048038482666016
119,-312.7333984375,198.67730712890625,-18.02104377746582
120,-312.9114685058594,198.2709503173828,-17.99125099182129
121,-313.0891418457031,197.86541748046875,-17.958932876586914
122,-313.26605224609375,197.46026611328125,-17.925703048706055
123,-313.4422302246094,197.05545043945312,-17.892601013183594
124,-313.6177062988281,196.65097045898438,-17.860265731811523
125,-313.7932434082031,196.24710083007812,-17.828250885009766
126,-313.968505859375,195.84417724609375,-17.796354293823242
127,-314.1438903808594,195.44223022460938,-17.764141082763672
128,-314.31915283203125,195.04098510742188,-17.732147216796875
129,-314.4942932128906,194.64019775390625,-17.70078468322754
130,-314.66912841796875,194.2396697998047,-17.67059326171875
131,-314.8440856933594,193.8395538330078,-17.6412296295166
132,-315.019287109375,193.4399871826172,-17.612335205078125
133,-315.19476318359375,193.04110717773438,-17.58359146118164
134,-315.3704528808594,192.64279174804688,-17.55506134033203
135,-315.54595947265625,192.24501037597656,-17.527070999145508
136,-315.7217712402344,191.84791564941406,-17.49910545349121
137,-315.8980712890625,191.4513397216797,-17.47107696533203
138,-316.0750427246094,191.05577087402344,-17.44200325012207
139,-316.25238037109375,190.66094970703125,-17.41187858581543
140,-316.4299011230469,190.2667694091797,-17.3807373046875
141,-316.6070861816406,189.87281799316406,-17.349578857421875
142,-316.78350830078125,189.47972106933594,-17.318607330322266
143,-316.9590148925781,189.08724975585938,-17.288183212280273
144,-317.1338806152344,188.69564819335938,-17.258249282836914
145,-317.3083801269531,188.3049774169922,-17.228456497192383
146,-317.48284912109375,187.91529846191406,-17.198543548583984
147,-317.6578369140625,187.5266571044922,-17.168174743652344
148,-317.833251953125,187.13858032226562,-17.137903213500977
149,-318.00885009765625,186.75074768066406,-17.108203887939453
150,-318.18426513671875,186.36305236816406,-17.079631805419922
151,-318.3594970703125,185.9755859375,-17.05220603942871
152,-318.5347900390625,185.58834838867188,-17.025924682617188
153,-318.7104187011719,185.20176696777344,-17.000261306762695
154,-318.8865966796875,184.81610107421875,-16.974788665771484
155,-319.0634460449219,184.4314422607422,-16.949176788330078
156,-319.24078369140625,184.04769897460938,-16.923458099365234
157,-319.41802978515625,183.6645050048828,-16.89820671081543
158,-319.5951843261719,183.28187561035156,-16.873334884643555
159,-319.7727355957031,182.8999786376953,-16.84844970703125
160,-319.9508056640625,182.51895141601562,-16.82332992553711
161,-320.129150390625,182.13865661621094,-16.798124313354492
162,-320.3074951171875,181.7590789794922,-16.773014068603516
163,-320.4856872558594,181.38002014160156,-16.74820899963379
164,-320.6636962890625,181.0014190673828,-16.72389030456543
165,-320.8420715332031,180.62355041503906,-16.699445724487305
166,-321.021484375,180.2467498779297,-16.67413330078125
167,-321.2019958496094,179.87103271484375,-16.64762306213379
168,-321.383056640625,179.4959716796875,-16.620344161987305
169,-321.56378173828125,179.12127685546875,-16.59334945678711
170,-321.7441101074219,178.74703979492188,-16.566709518432617
171,-321.92413330078125,178.3732147216797,-16.54069709777832
172,-322.1042175292969,178.00035095214844,-16.51459503173828
173,-322.2845458984375,177.6285858154297,-16.487911224365234
174,-322.4651794433594,177.2579803466797,-16.460363388061523
175,-322.64544677734375,176.88815307617188,-16.432781219482422
176,-322.8250732421875,176.51864624023438,-16.40583610534668
177,-323.0043029785156,176.1494598388672,-16.379581451416016
178,-323.1836242675781,175.78074645996094,-16.35369110107422
179,-323.3630676269531,175.41244506835938,-16.328245162963867
180,-323.5422668457031,175.0445556640625,-16.30344009399414
181,-323.7213439941406,174.67706298828125,-16.27923583984375
182,-323.9002685546875,174.30970764160156,-16.255813598632812
183,-324.0789794921875,173.94261169433594,-16.232919692993164
184,-324.2579345703125,173.5758056640625,-16.209884643554688
185,-324.437255859375,173.20974731445312,-16.186094284057617
186,-324.61700439453125,172.8443145751953,-16.160133361816406
187,-324.79669189453125,172.47927856445312,-16.131494522094727
188,-324.97637939453125,172.1145782470703,-16.103971481323242
189,-325.1558532714844,171.75018310546875,-16.077070236206055
190,-325.3347473144531,171.38641357421875,-16.049663543701172
191,-325.51287841796875,171.02317810058594,-16.02407455444336
192,-325.689697265625,170.66046142578125,-15.997418403625488
193,-325.8648986816406,170.29827880859375,-15.970367431640625
194,-326.0385437011719,169.93670654296875,-15.94277572631836
195,-326.21075439453125,169.57565307617188,-15.914957046508789
196,-326.3816223144531,169.21495056152344,-15.887218475341797
197,-326.55120849609375,168.8544921875,-15.859663009643555
198,-326.7195739746094,168.4941864013672,-15.832505226135254
199,-326.8868103027344,168.13381958007812,-15.806028366088867
200,-327.05279541015625,167.7729949951172,-15.780909538269043
201,-327.21832275390625,167.41200256347656,-15.75622272491455
202,-327.38397216796875,167.0509490966797,-15.731420516967773
203,-327.5496826171875,166.6897430419922,-15.706399917602539
204,-327.7155456542969,166.328369140625,-15.68123722076416
205,-327.8804931640625,165.96649169921875,-15.656733512878418
206,-328.0438537597656,165.60421752929688,-15.633111000061035
207,-328.205078125,165.24172973632812,-15.609997749328613
208,-328.3631896972656,164.8794403076172,-15.58491325378418
209,-328.5185241699219,164.51756286621094,-15.558364868164062
210,-328.6722106933594,164.15631103515625,-15.531609535217285
211,-328.8251037597656,163.79583740234375,-15.504907608032227
212,-328.9770202636719,163.43576049804688,-15.47812557220459
