,x,y,z
0,-365.8691711425781,-197.0978240966797,16.482393264770508
1,-365.7181701660156,-197.69200134277344,16.500307083129883
2,-365.5672302246094,-198.28543090820312,16.517942428588867
3,-365.4163818359375,-198.87811279296875,16.535255432128906
4,-365.2655944824219,-199.47012329101562,16.551998138427734
5,-365.1148681640625,-200.06137084960938,16.568212509155273
6,-364.96417236328125,-200.65185546875,16.58399200439453
7,-364.8135986328125,-201.24156188964844,16.59937858581543
8,-364.66302490234375,-201.83045959472656,16.614431381225586
9,-364.5125427246094,-202.41856384277344,16.629215240478516
10,-364.362060546875,-203.0059051513672,16.6437931060791
11,-364.2115478515625,-203.59255981445312,16.658246994018555
12,-364.06103515625,-204.17852783203125,16.672653198242188
13,-363.9104309082031,-204.7638702392578,16.68705940246582
14,-363.75970458984375,-205.34854125976562,16.701515197753906
15,-363.60888671875,-205.93258666992188,16.716102600097656
16,-363.4579162597656,-206.51597595214844,16.730913162231445
17,-363.3067932128906,-207.0987548828125,16.745969772338867
18,-363.1553649902344,-207.68101501464844,16.76128387451172
19,-363.00372314453125,-208.2628173828125,16.776851654052734
20,-362.8518371582031,-208.8441162109375,16.792661666870117
21,-362.69964599609375,-209.42494201660156,16.808719635009766
22,-362.5472106933594,-210.0052947998047,16.82496452331543
23,-362.3944091796875,-210.585205078125,16.84157371520996
24,-362.24127197265625,-211.16464233398438,16.858556747436523
25,-362.0877990722656,-211.74356079101562,16.875930786132812
26,-361.9339904785156,-212.3219451904297,16.893634796142578
27,-361.7798767089844,-212.89971923828125,16.91181182861328
28,-361.62542724609375,-213.47683715820312,16.930484771728516
29,-361.4706726074219,-214.05328369140625,16.949600219726562
30,-361.31561279296875,-214.6290283203125,16.9691162109375
31,-361.1603088378906,-215.20408630371094,16.98895263671875
32,-361.0047302246094,-215.77842712402344,17.009057998657227
33,-360.848876953125,-216.35205078125,17.029390335083008
34,-360.6927490234375,-216.9250030517578,17.049856185913086
35,-360.5362243652344,-217.4972381591797,17.070363998413086
36,-360.37933349609375,-218.06875610351562,17.090858459472656
37,-360.22216796875,-218.6395721435547,17.111305236816406
38,-360.0647277832031,-219.209716796875,17.131685256958008
39,-359.9068908691406,-219.7792205810547,17.151927947998047
40,-359.74884033203125,-220.34812927246094,17.17207145690918
41,-359.590576171875,-220.91647338867188,17.192096710205078
42,-359.43218994140625,-221.4842987060547,17.212038040161133
43,-359.2736511230469,-222.0516357421875,17.231792449951172
44,-359.1150817871094,-222.6184844970703,17.25147819519043
45,-358.9563903808594,-223.18492126464844,17.2711124420166
46,-358.7978210449219,-223.7509765625,17.290632247924805
47,-358.63934326171875,-224.3166961669922,17.310029983520508
48,-358.48095703125,-224.88206481933594,17.329301834106445
49,-358.3226013183594,-225.44711303710938,17.348388671875
50,-358.164306640625,-226.0118408203125,17.36733627319336
51,-358.0061340332031,-226.57623291015625,17.38616180419922
52,-357.8480224609375,-227.14031982421875,17.40485382080078
53,-357.6899719238281,-227.7041015625,17.42338752746582
54,-357.5318603515625,-228.26751708984375,17.441791534423828
55,-357.3738098144531,-228.8306121826172,17.46007537841797
56,-357.21575927734375,-229.39337158203125,17.478256225585938
57,-357.0577392578125,-229.95579528808594,17.49637222290039
58,-356.8997802734375,-230.51788330078125,17.514482498168945
59,-356.741943359375,-231.0796661376953,17.532630920410156
60,-356.5842590332031,-231.64114379882812,17.550830841064453
61,-356.42669677734375,-232.20233154296875,17.56909942626953
62,-356.2692565917969,-232.76319885253906,17.58748435974121
63,-356.1120300292969,-233.32374572753906,17.60602378845215
64,-355.9549865722656,-233.88394165039062,17.624713897705078
65,-355.798095703125,-234.44378662109375,17.643503189086914
66,-355.6412658691406,-235.0032196044922,17.66228675842285
67,-355.4845275878906,-235.5623016357422,17.681074142456055
68,-355.3279113769531,-236.12100219726562,17.699857711791992
69,-355.17144775390625,-236.67938232421875,17.71864891052246
70,-355.01513671875,-237.23751831054688,17.7374210357666
71,-354.8590393066406,-237.79541015625,17.756214141845703
72,-354.7032165527344,-238.35305786132812,17.775041580200195
73,-354.5476989746094,-238.9104766845703,17.793912887573242
74,-354.39251708984375,-239.46763610839844,17.812950134277344
75,-354.2377624511719,-240.0245361328125,17.832189559936523
76,-354.0832824707031,-240.58103942871094,17.851408004760742
77,-353.928955078125,-241.13720703125,17.870630264282227
78,-353.7748718261719,-241.69302368164062,17.88987159729004
79,-353.62115478515625,-242.2484893798828,17.909122467041016
80,-353.46759033203125,-242.8037109375,17.92823600769043
81,-353.3142395019531,-243.35865783691406,17.947153091430664
82,-353.16119384765625,-243.9134063720703,17.965986251831055
83,-353.0174865722656,-244.46302795410156,17.983783721923828
84,-352.8734130859375,-245.0123748779297,18.001750946044922
85,-352.72930908203125,-245.56146240234375,18.019813537597656
86,-352.5859680175781,-246.11021423339844,18.037952423095703
87,-352.4429931640625,-246.65875244140625,18.056222915649414
88,-352.30303955078125,-247.20565795898438,18.074329376220703
89,-352.1640930175781,-247.75216674804688,18.092504501342773
90,-352.0253601074219,-248.29835510253906,18.110815048217773
91,-351.8869323730469,-248.84425354003906,18.129226684570312
92,-351.74871826171875,-249.38986206054688,18.147682189941406
93,-351.6106872558594,-249.93519592285156,18.16615104675293
94,-351.4728088378906,-250.48023986816406,18.184524536132812
95,-351.3350830078125,-251.02496337890625,18.2027645111084
96,-351.1975402832031,-251.56939697265625,18.220834732055664
97,-351.06024169921875,-252.11354064941406,18.238758087158203
98,-350.9231872558594,-252.6574249267578,18.256521224975586
99,-350.7864074707031,-253.20106506347656,18.274023056030273
100,-350.6498718261719,-253.7444610595703,18.29126739501953
101,-350.5137939453125,-254.28768920898438,18.30832290649414
102,-350.3780517578125,-254.83071899414062,18.325220108032227
103,-350.2427978515625,-255.37359619140625,18.34198570251465
104,-350.1078796386719,-255.91622924804688,18.358657836914062
105,-349.9734802246094,-256.4586181640625,18.375314712524414
106,-349.83953857421875,-257.00079345703125,18.39191246032715
107,-349.7059020996094,-257.542724609375,18.4083194732666
108,-349.57257080078125,-258.0843505859375,18.42455291748047
109,-349.43963623046875,-258.62567138671875,18.4406681060791
110,-349.3070373535156,-259.166748046875,18.4566650390625
111,-349.17474365234375,-259.7076416015625,18.472415924072266
112,-349.042724609375,-260.2482604980469,18.487924575805664
113,-348.9110412597656,-260.7886962890625,18.50326156616211
114,-348.7798156738281,-261.3289794921875,18.51850128173828
115,-348.6489562988281,-261.8690490722656,18.533668518066406
116,-348.5184631347656,-262.40887451171875,18.54876708984375
117,-348.38836669921875,-262.9485168457031,18.563858032226562
118,-348.25860595703125,-263.4879455566406,18.57900619506836
119,-348.1292419433594,-264.0270690917969,18.594228744506836
120,-348.000244140625,-264.56597900390625,18.609533309936523
121,-347.8714904785156,-265.1045837402344,18.624958038330078
122,-347.74298095703125,-265.6429138183594,18.64048194885254
123,-347.6146545410156,-266.1809387207031,18.656105041503906
124,-347.4864807128906,-266.7186584472656,18.67183494567871
125,-347.3583679199219,-267.2560729980469,18.687667846679688
126,-347.2303161621094,-267.7931213378906,18.703601837158203
127,-347.10223388671875,-268.329833984375,18.719650268554688
128,-346.9741516113281,-268.8662414550781,18.73575210571289
129,-346.8460388183594,-269.4022521972656,18.75188636779785
130,-346.7178649902344,-269.93792724609375,18.768089294433594
131,-346.5895690917969,-270.4732360839844,18.784326553344727
132,-346.4611511230469,-271.0081787109375,18.800636291503906
133,-346.3326721191406,-271.54278564453125,18.816965103149414
134,-346.20404052734375,-272.0769958496094,18.83331298828125
135,-346.07525634765625,-272.61090087890625,18.849624633789062
136,-345.94622802734375,-273.1444396972656,18.86600112915039
137,-345.81695556640625,-273.6775817871094,18.882429122924805
138,-345.6874084472656,-274.2104187011719,18.89887237548828
139,-345.55755615234375,-274.7428894042969,18.915363311767578
140,-345.4273376464844,-275.2749328613281,18.931882858276367
141,-345.2967224121094,-275.80657958984375,18.948286056518555
142,-345.16558837890625,-276.3377685546875,18.964563369750977
143,-345.033935546875,-276.8686218261719,18.980730056762695
144,-344.90191650390625,-277.39910888671875,18.99684715270996
145,-344.7694396972656,-277.92926025390625,19.012861251831055
146,-344.63653564453125,-278.4590759277344,19.028675079345703
147,-344.5031433105469,-278.9886169433594,19.04425621032715
148,-344.3692932128906,-279.51776123046875,19.05970573425293
149,-344.23492431640625,-280.046630859375,19.075048446655273
150,-344.10009765625,-280.57513427734375,19.090299606323242
151,-343.9648132324219,-281.1033020019531,19.105445861816406
152,-343.8290100097656,-281.6311340332031,19.120540618896484
153,-343.6926574707031,-282.15863037109375,19.135602951049805
154,-343.5556945800781,-282.6856689453125,19.150503158569336
155,-343.4181823730469,-283.2123718261719,19.165300369262695
156,-343.2800598144531,-283.7386779785156,19.179954528808594
157,-343.1413269042969,-284.2645568847656,19.19448471069336
158,-343.0020751953125,-284.7900390625,19.208879470825195
159,-342.8622131347656,-285.3152160644531,19.223005294799805
160,-342.7218933105469,-285.84002685546875,19.23695945739746
161,-342.5811462402344,-286.36456298828125,19.250795364379883
162,-342.4399719238281,-286.8887939453125,19.264514923095703
163,-342.2984619140625,-287.4127197265625,19.278114318847656
164,-342.1565246582031,-287.9363098144531,19.291635513305664
165,-342.0143737792969,-288.45965576171875,19.30512237548828
166,-341.8719177246094,-288.9826965332031,19.31855583190918
167,-341.7293395996094,-289.5055236816406,19.331972122192383
168,-341.5865783691406,-290.028076171875,19.345409393310547
169,-341.4436950683594,-290.5503845214844,19.358875274658203
170,-341.3006591796875,-291.07244873046875,19.372297286987305
171,-341.1575622558594,-291.5942077636719,19.385709762573242
172,-341.0144348144531,-292.1157531738281,19.39914321899414
173,-340.8712158203125,-292.6370544433594,19.4125919342041
174,-340.7279968261719,-293.1580505371094,19.426013946533203
175,-340.5847473144531,-293.6789245605469,19.439346313476562
176,-340.4415588378906,-294.1995544433594,19.452619552612305
177,-340.29840087890625,-294.72003173828125,19.46579933166504
178,-340.1553649902344,-295.24029541015625,19.47895050048828
179,-340.01251220703125,-295.7604064941406,19.492097854614258
180,-339.86981201171875,-296.2803649902344,19.505203247070312
181,-339.7273254394531,-296.80023193359375,19.51828384399414
182,-339.58502197265625,-297.31988525390625,19.53136444091797
183,-339.4429931640625,-297.8393859863281,19.544435501098633
184,-339.3013000488281,-298.3587341308594,19.557435989379883
185,-339.159912109375,-298.8779602050781,19.57033920288086
186,-339.01885986328125,-299.3970031738281,19.58317756652832
187,-338.8780212402344,-299.9158935546875,19.595876693725586
188,-338.7375183105469,-300.4347229003906,19.60845184326172
189,-338.5972900390625,-300.9533996582031,19.62081527709961
190,-338.4573974609375,-301.4720153808594,19.632976531982422
191,-338.3177795410156,-301.990478515625,19.644927978515625
192,-338.1784973144531,-302.5088195800781,19.656707763671875
193,-338.03948974609375,-303.027099609375,19.668344497680664
194,-337.9007873535156,-303.54522705078125,19.67976188659668
195,-337.762451171875,-304.06329345703125,19.69103240966797
196,-337.6245422363281,-304.5812683105469,19.702213287353516
197,-337.49237060546875,-305.09625244140625,19.712800979614258
198,-337.36004638671875,-305.6111755371094,19.723464965820312
199,-337.2308044433594,-306.1244201660156,19.73391342163086
200,-337.1014404296875,-306.6375732421875,19.74452018737793
201,-336.9720764160156,-307.1506652832031,19.755260467529297
202,-336.8429260253906,-307.6636047363281,19.76612663269043
203,-336.71405029296875,-308.17645263671875,19.777135848999023
204,-336.58551025390625,-308.68914794921875,19.788278579711914
205,-336.457275390625,-309.2017517089844,19.79954719543457
206,-336.3294982910156,-309.7142028808594,19.810928344726562
207,-336.2020263671875,-310.2265625,19.822383880615234
208,-336.0749206542969,-310.73883056640625,19.83388328552246
209,-335.94818115234375,-311.2509460449219,19.845449447631836
210,-335.82177734375,-311.7629089355469,19.85704803466797
211,-335.69573974609375,-312.2748107910156,19.868677139282227
212,-335.5700378417969,-312.7865905761719,19.880298614501953
213,-335.4446716308594,-313.2982482910156,19.891944885253906
214,-335.3197326660156,-313.8097839355469,19.90361785888672
215,-335.195068359375,-314.3211669921875,19.915287017822266
216,-335.0707702636719,-314.8324279785156,19.926855087280273
217,-334.9468078613281,-315.343505859375,19.938325881958008
218,-334.8232421875,-315.8544616699219,19.949722290039062
219,-334.6999816894531,-316.3652648925781,19.961042404174805
220,-334.57708740234375,-316.8759765625,19.972288131713867
221,-334.4544372558594,-317.3865661621094,19.983314514160156
222,-334.3320617675781,-317.8970031738281,19.99409294128418
223,-334.2099609375,-318.4073486328125,20.004676818847656
224,-334.08807373046875,-318.9175720214844,20.015125274658203
225,-333.96649169921875,-319.42767333984375,20.025388717651367
226,-333.8451232910156,-319.9376220703125,20.035430908203125
227,-333.7240295410156,-320.4474792480469,20.045269012451172
228,-333.60308837890625,-320.9571533203125,20.05498504638672
229,-333.4822692871094,-321.4667053222656,20.0645694732666
230,-333.36163330078125,-321.9761047363281,20.073944091796875
231,-333.2410888671875,-322.4853820800781,20.083141326904297
232,-333.12060546875,-322.99456787109375,20.092254638671875
233,-333.00006103515625,-323.5035705566406,20.10134506225586
234,-332.87939453125,-324.0124206542969,20.11040687561035
235,-332.758544921875,-324.5210266113281,20.11935806274414
236,-332.6374816894531,-325.0295104980469,20.12818717956543
237,-332.5162048339844,-325.537841796875,20.13690948486328
238,-332.3946228027344,-326.0460510253906,20.14559555053711
239,-332.2727355957031,-326.5542907714844,20.154211044311523
240,-332.15045166015625,-327.0624694824219,20.16271209716797
241,-332.02777099609375,-327.5707092285156,20.17107582092285
242,-331.9046325683594,-328.0789794921875,20.179431915283203
243,-331.7810363769531,-328.58721923828125,20.187763214111328
244,-331.656982421875,-329.0952453613281,20.19611930847168
245,-331.53253173828125,-329.60302734375,20.204469680786133
246,-331.4076232910156,-330.11053466796875,20.21282386779785
247,-331.28228759765625,-330.6177062988281,20.22113609313965
248,-331.156494140625,-331.12445068359375,20.229278564453125
249,-331.0302734375,-331.63079833984375,20.237287521362305
250,-330.9036560058594,-332.13677978515625,20.24517059326172
251,-330.77655029296875,-332.642333984375,20.252927780151367
252,-330.6490783691406,-333.1475524902344,20.260540008544922
253,-330.52117919921875,-333.6523742675781,20.267913818359375
254,-330.3929138183594,-334.15692138671875,20.275074005126953
255,-330.2642517089844,-334.66107177734375,20.28205680847168
